index,sourceArray,name,type,muscleGroup,equipment,tags,description,clientDescription,isPublic
"37","exercises","Elevación de talones","STRENGTH","Pantorrilla","Máquina","elevacion|pantorrilla|maquina|aislado|gemelos|soleo","Ejercicio de aislamiento para los gemelos (gastrocnemio) y el sóleo, los músculos de la pantorrilla. Consiste en elevar los talones desde una posición de pie extendiendo los tobillos. Los gemelos trabajan más cuando la rodilla está extendida, mientras que el sóleo se activa más cuando la rodilla está flexionada. Es fundamental para el desarrollo de piernas completas y para mejorar el rendimiento en saltos y carreras.","De pie en la máquina de pantorrillas con los hombros bajo el soporte acolchado y las puntas de los pies en el borde de la plataforma. Bajá los talones hasta sentir un buen estiramiento en las pantorrillas. Subí los talones lo más alto posible apretando fuerte los gemelos en la parte superior. Bajá lentamente hasta el estiramiento. No rebotes en la parte inferior. Para trabajar más el sóleo, hacelo sentado con las rodillas flexionadas a 90 grados.","true"
"38","exercises","Plancha","STRENGTH","Core","Peso corporal","plancha|core|peso_corporal|isometrico|estabilizacion|abdomen","Ejercicio isométrico fundamental para el core que consiste en mantener el cuerpo en una posición de puente frontal. Trabaja el recto abdominal, oblicuos, transverso del abdomen, erectores espinales, glúteos y hombros. Es uno de los ejercicios más efectivos para desarrollar estabilidad del tronco, prevenir lesiones de espalda y mejorar el rendimiento en todos los ejercicios compuestos.","Apoyate en los antebrazos y las puntas de los pies. Mantené el cuerpo en una línea recta desde la cabeza hasta los talones. Contraé el abdomen como si te fueras a dar un puñetazo en el estómago. Apretá los glúteos. No dejes que las caderas se hundan hacia el piso ni que se eleven hacia arriba. Mantené la posición el tiempo indicado respirando normalmente. Si es muy difícil, apoyate sobre las rodillas en lugar de los pies.","true"
"39","exercises","Crunch","STRENGTH","Core","Peso corporal","crunch|abdominales|peso_corporal|aislado|recto_abdominal|flexion","Ejercicio de aislamiento clásico para el recto abdominal que consiste en flexionar la columna torácica elevando los hombros del suelo. A diferencia del sit-up completo, el crunch aísla el trabajo del abdomen sin involucrar excesivamente los flexores de cadera. Es el ejercicio más básico y popular para desarrollar la definición abdominal, aunque debe combinarse con ejercicios compuestos y dieta para lograr visibilidad de los abdominales.","Acostate boca arriba con las rodillas flexionadas y los pies apoyados en el piso. Cruzá las manos sobre el pecho o poné los dedos detrás de las orejas (sin tirar del cuello). Contraé el abdomen y elevá los hombros del suelo llevando el esternón hacia las rodillas. Bajá lentamente sin dejar que la cabeza toque el suelo (mantené tensión). No tires del cuello con las manos. El movimiento debe ser corto y controlado. Sentí la contracción en el abdomen, no en el cuello.","true"
"40","exercises","Elevación de piernas","STRENGTH","Core","Banco","elevacion|abdominales|banco|aislado|recto_abdominal|flexion_cadera","Ejercicio de aislamiento para el recto abdominal inferior y los flexores de cadera que consiste en elevar las piernas rectas desde una posición colgante o acostada. Trabaja principalmente la porción inferior del recto abdominal (aunque el músculo se contrae como una unidad) y los flexores de cadera. Es más avanzado que el crunch y requiere mayor control del core para evitar compensar con la espalda baja.","Acostate en un banco plano y agarrá el borde del banco por encima de tu cabeza para estabilizarte. Mantené las piernas rectas o ligeramente flexionadas. Elevá las piernas hacia arriba hasta formar un ángulo de 90 grados con el torso (o hasta que las caderas se eleven ligeramente del banco). Bajá controladamente sin dejar que los pies toquen el banco (mantené tensión). No arqueés la espalda baja. Si es muy difícil, doblá las rodillas. Sentí el trabajo en la parte baja del abdomen.","true"
"41","exercises","Russian twist","STRENGTH","Core","Peso corporal","russian_twist|oblicuos|peso_corporal|aislado|rotacion|core","Ejercicio de aislamiento para los oblicuos externos e internos que consiste en rotar el torso de un lado al otro desde una posición sentada inclinada hacia atrás. Trabaja la rotación del tronco, la estabilidad anti-rotatoria y la resistencia del core. Puede realizarse con peso adicional (mancuerna, disco o balón medicinal) para aumentar la dificultad. Es excelente para desarrollar la cintura esculpida y mejorar el rendimiento en deportes de rotación.","Sentate en el piso con las rodillas flexionadas y los pies apoyados. Inclinate ligeramente hacia atrás hasta sentir que el core se activa (mantené la espalda recta). Cruzá las manos sobre el pecho o sostené un peso frente al pecho. Girá el torso de un lado al otro tocando el suelo a cada lado con las manos o el peso. Mantené los pies en el piso o elevados para más dificultad. El movimiento viene de la rotación del torso, no de mover los brazos solos. No dejes que la espalda se redondee.","true"
"42","exercises","Caminata en cinta","CARDIO","Full body","Cinta","cardio|cinta|caminata|bajo_impacto|resistencia|aerobico","Ejercicio cardiovascular de bajo impacto realizado sobre cinta caminadora. Trabaja la cadena inferior (cuádriceps, isquiotibiales, glúteos y pantorrillas) con participación del core y los brazos. Es ideal para principiantes, recuperación de lesiones, calentamiento o como actividad de recuperación activa. La inclinación ajustable permite aumentar la intensidad sin incrementar la velocidad.","Subí a la cinta y ajustá la velocidad a un ritmo cómodo (entre 4 y 6 km/h para empezar). Mantené la espalda recta, el pecho arriba y los hombros relajados. Dejá que los brazos se balanceen naturalmente a los costados. Si querés más intensidad, aumentá la inclinación gradualmente (1-5%) en lugar de la velocidad. Mirá hacia adelante, no hacia abajo. Empezá con 15-20 minutos e incrementá progresivamente.","true"
"43","exercises","Carrera en cinta","CARDIO","Full body","Cinta","cardio|cinta|carrera|running|alta_intensidad|aerobico","Ejercicio cardiovascular de alta intensidad realizado sobre cinta caminadora. Trabaja intensamente la cadena inferior (cuádriceps, isquiotibiales, glúteos, pantorrillas) con participación significativa del core y los brazos. A diferencia de la caminata, la carrera incluye una fase aérea donde ambos pies se despegan del suelo, lo que aumenta el gasto calórico y la demanda cardiovascular. La cinta permite controlar velocidad, inclinación y duración de forma precisa.","Subí a la cinta y ajustá la velocidad a un ritmo de carrera cómodo (entre 8 y 12 km/h según tu nivel). Mantené una zancada natural: no acortes ni alargues demasiado los pasos. Flexioná los brazos a 90 grados y dejá que se balanceen en oposición a las piernas. Mantené el torso ligeramente inclinado hacia adelante desde los tobillos, no desde la cintura. Empezá con 10-15 minutos e incrementá progresivamente. Para intervalos, alterná 1 minuto rápido con 2 minutos lentos.","true"
"44","exercises","Elíptica","CARDIO","Full body","Elíptica","cardio|eliptica|bajo_impacto|full_body|articulaciones|aerobico","Ejercicio cardiovascular de bajo impacto realizado en máquina elíptica que simula el movimiento de correr pero sin la fase de impacto con el suelo. Trabaja simultáneamente brazos y piernas en un movimiento ovalado coordinado, activando cuádriceps, isquiotibiales, glúteos, pantorrillas, dorsal ancho, pectorales, deltoides y core. Es ideal para personas con problemas articulares (rodillas, caderas, tobillos) ya que elimina el impacto del talón contra el suelo.","Subí a la elíptica y colocá los pies en los pedales. Agarrá los mangos móviles con las manos. Empezá a pedalear en un movimiento ovalado suave y coordinado: cuando una pierna empuja hacia adelante, el brazo contrario tira hacia atrás. Mantené la espalda recta, el pecho arriba y el core activado. No te apoyes en los mangos fijos, usá los móviles para trabajar brazos y espalda. Ajustá la resistencia y la inclinación según tu nivel. Empezá con 15-20 minutos.","true"
"45","exercises","Bicicleta estática","CARDIO","Piernas","Bicicleta","cardio|bicicleta|bajo_impacto|cuadriceps|gluteos|aerobico","Ejercicio cardiovascular de bajo impacto realizado en bicicleta estática que trabaja principalmente la cadena inferior: cuádriceps, isquiotibiales, glúteos y pantorrillas. La resistencia ajustable permite variar la intensidad desde una recuperación suave hasta un entrenamiento de alta intensidad. Es excelente para personas con problemas de peso, rodillas o que necesitan minimizar el impacto articular. También es ideal para entrenamientos de intervalos (HIIT) en bicicleta.","Ajustá el asiento a la altura de tu cadera. Sentate y colocá los pies en los pedales con la correa ajustada. Mantené la espalda apoyada en el respaldo o inclinate ligeramente hacia adelante. Pedaleá con una cadencia constante (entre 60 y 90 rpm). Ajustá la resistencia para que sientas trabajo pero puedas mantener la cadencia. No bloquees las rodillas en la parte inferior del pedal. Para intervalos, alterná 30 segundos de alta resistencia con 1 minuto de recuperación. Empezá con 15-20 minutos.","true"
"46","exercises","Remo","CARDIO","Full body","Remo","cardio|remo|full_body|espalda|piernas|aerobico","Ejercicio cardiovascular completo realizado en máquina de remo ergonómico que simula el movimiento del remo acuático. Trabaja el 85% de los músculos del cuerpo: piernas (65% del esfuerzo), espalda, core, brazos y hombros. Es uno de los ejercicios cardiovasculares más completos, combinando resistencia y resistencia cardiovascular. La técnica correcta requiere coordinar la extensión de piernas, inclinación del torso y tracción de brazos en una secuencia fluida.","Sentate en la máquina y asegurate de que los pies queden bien sujetos. Agarrá el mango con ambas manos. La secuencia correcta es: empujá con las piernas extendiendo rodillas y caderas, inclinate ligeramente hacia atrás con el torso, y tirá el mango hacia el abdomen bajo llevando los codos atrás cerca del cuerpo. Volvé en orden inverso: extendé los brazos, inclinate hacia adelante, y flexioná las rodillas deslizando hacia adelante. El 65% del esfuerzo viene de las piernas. Mantené un ritmo constante y fluido, no tires con los brazos solos.","true"
"47","exercises","Saltar la soga","CARDIO","Full body","Soga","cardio|soga|saltar|coordinacion|plyometrico|agilidad","Ejercicio cardiovascular de alta intensidad que consiste en saltar sobre una cuerda girada con las muñecas. Trabaja los cuádriceps, pantorrillas, glúteos, core, hombros, antebrazos y mejora la coordinación, agilidad y resistencia cardiovascular. Es uno de los ejercicios más eficientes para quemar calorías (hasta 15 calorías por minuto) y mejorar la salud ósea debido al impacto leve pero repetitivo. Existen múltiples variantes: básico, alternado, doble salto, cruzado.","Parate con los pies juntos y la soga detrás de los pies. Girá la soga con las muñecas (no con los brazos enteros) saltando apenas lo necesario para que la soga pase por debajo de los pies. Mantené los codos cerca del cuerpo y los antebrazos paralelos al piso. Saltá sobre las puntas de los pies con las rodillas ligeramente flexionadas. Mirá hacia adelante, no hacia abajo. Empezá con series de 30 segundos y descansos de 30 segundos. Aumentá progresivamente la duración. Si te enredás, no pares: seguí girando las muñecas y saltando hasta recuperar el ritmo.","true"
